"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.420946615E1,1.519906521E-2,-5.941510201E-3,-1.438045502E-2
4.421948948E1,1.314979792E-2,-1.035332680E-3,2.574920654E-5
4.422950932E1,4.075586796E-3,1.069962978E-3,1.416301727E-2
4.423952917E1,-3.892183304E-4,-2.296990156E-2,6.844520569E-3
4.424953417E1,-1.891779900E-2,-3.221547604E-2,-1.916503906E-2
4.425955401E1,-6.630659103E-3,-3.383392096E-2,4.724502563E-3
4.426957391E1,8.504390717E-4,-3.307414055E-2,2.586650848E-2
4.427961073E1,1.547741890E-2,-3.274089098E-2,4.192924500E-2
4.428963057E1,2.958530188E-2,-3.061503172E-2,4.589271545E-2
4.429965042E1,2.693027258E-2,-1.660108566E-2,2.714157104E-3
4.430967115E1,1.950353384E-2,3.637075424E-4,-8.442020416E-2
4.431969099E1,7.655084133E-3,2.027255297E-2,-9.468555450E-2
4.432971083E1,-5.976557732E-3,-2.485215664E-3,-5.060768127E-2
4.433972672E1,-2.654343843E-2,-4.556655884E-3,2.091312408E-2
4.434974656E1,-1.689690351E-2,-5.573689938E-3,9.344959259E-2
4.435976641E1,-5.510032177E-3,-1.411104202E-2,8.231449127E-2
4.436979724E1,-1.471024752E-2,-9.610176086E-3,-1.484870911E-3
4.437981719E1,-6.760299206E-3,-8.136630058E-4,-8.134651184E-2
4.438983714E1,7.897257805E-3,1.625466347E-2,-7.032108307E-2
4.439984917E1,3.073018789E-2,9.298324585E-3,2.284717560E-2
4.440986911E1,5.663830042E-2,-7.516384125E-3,8.138847351E-2
4.441988906E1,3.028029203E-2,-3.026008606E-3,2.122402191E-2
4.442992146E1,-2.018445730E-2,-2.701580524E-3,-1.013755798E-1
4.443994141E1,-2.178317308E-2,-1.149946451E-2,-1.394529343E-1
4.444996135E1,-1.844000816E-2,-1.611447334E-2,-7.099342346E-2
4.445996088E1,1.528900862E-2,-2.224951982E-2,8.974075317E-4
4.446998083E1,2.706575394E-2,-3.019517660E-2,7.378101349E-2
4.448000078E1,2.435308695E-2,-2.700293064E-2,9.358596802E-2
4.449003500E1,1.677846909E-2,-2.397668362E-2,8.007907867E-2
4.450005495E1,-2.133548260E-2,-1.116150618E-2,6.682872772E-2
4.451007490E1,-1.862800121E-2,2.099186182E-2,4.444694519E-2
4.452007042E1,-1.336568594E-2,3.461122513E-2,2.487373352E-2
4.453009036E1,-1.493906975E-2,3.464984894E-2,-1.077461243E-2
4.454011031E1,-1.871401072E-2,3.574258089E-2,-2.219581604E-2
4.455013932E1,-8.566617966E-3,4.194706678E-2,-6.401348114E-2
4.456015927E1,-1.296484470E-2,3.657859564E-2,-4.626655579E-2
4.457017922E1,-1.146972179E-3,2.155411243E-2,-2.179908752E-2
4.458020167E1,7.589459419E-4,3.848493099E-3,1.161575317E-2
4.459022161E1,-2.067148685E-3,-2.339899540E-2,2.325153351E-2
4.460024156E1,-1.186150312E-2,-3.156161308E-2,2.290916443E-2
4.461027349E1,-9.912014008E-3,-3.949564695E-2,1.079750061E-2
4.462029344E1,1.551353931E-2,-3.297805786E-2,5.964279175E-3
4.463031338E1,-1.913666725E-3,-3.112262487E-2,3.653526306E-2
4.464031880E1,-7.329463959E-3,-2.218538523E-2,2.657508850E-2
4.465033875E1,-1.977062225E-2,-1.344674826E-2,7.356643677E-3
4.466035870E1,-1.768434048E-2,-1.410692930E-2,2.144432068E-2
4.467037755E1,-1.273632050E-3,-2.405214310E-2,1.884078979E-2
4.468039750E1,1.730024815E-2,-7.557392120E-3,-7.227897644E-3
4.469041745E1,1.243919134E-2,6.408512592E-3,-2.341175079E-2
4.470044391E1,1.465773582E-2,8.276879787E-3,-4.022598267E-3
4.471046385E1,2.859801054E-2,1.498532295E-2,-2.731990814E-2
4.472048380E1,2.117311954E-2,2.357137203E-2,2.979087830E-2
4.473047818E1,1.142269373E-2,4.356932640E-2,3.524780273E-3
4.474049812E1,3.883242607E-3,3.785437346E-2,-2.463150024E-2
4.475051807E1,-1.099836826E-2,2.061212063E-2,-1.230621338E-2
4.476054557E1,2.623319626E-3,2.944976091E-2,6.868362427E-3
4.477056552E1,-7.533013821E-3,1.941341162E-2,9.251594543E-3
4.478058547E1,-2.410936356E-2,9.589970112E-3,9.272575378E-3
4.479062932E1,-1.445662975E-2,1.185959578E-2,9.310722351E-3
4.480064922E1,4.302084446E-3,1.659190655E-2,-4.773139954E-3
4.481066917E1,6.324052811E-3,-3.079175949E-4,-4.524230957E-3
4.482068120E1,1.777267456E-2,4.318296909E-3,5.146026611E-3
4.483070109E1,3.604143858E-2,9.230732918E-3,2.911567688E-3
4.484072104E1,2.570688725E-2,-4.724383354E-3,-8.700370789E-3
4.485074219E1,2.256882191E-2,-6.425738335E-3,-1.303577423E-2
4.486076214E1,-1.116555929E-2,6.279051304E-3,3.910064697E-3
4.487078208E1,-2.298951149E-2,-7.024884224E-3,3.000831604E-2
4.488078250E1,-3.937602043E-2,-1.059305668E-2,2.507209778E-2
4.489080229E1,-3.684157133E-2,-2.507114410E-2,2.498722076E-2
4.490082214E1,5.711853504E-3,-1.790368557E-2,1.786422729E-2
4.491084141E1,1.669186354E-2,-1.535797119E-2,1.792716980E-2
4.492086125E1,8.757650852E-3,-2.933448553E-2,1.093387604E-2
4.493088104E1,1.499158144E-2,1.437962055E-3,-7.736206055E-3
4.494092641E1,2.346956730E-2,1.256638765E-2,-2.611923218E-2
4.495094620E1,6.009519100E-3,1.597374678E-2,-1.833248138E-2
4.496096604E1,-1.770973206E-3,2.611404657E-2,-2.011775970E-2
4.497098031E1,-1.155537367E-2,2.916651964E-2,-1.949310303E-2
4.498100010E1,-1.857358217E-2,1.784330606E-2,-1.652622223E-2
4.499101995E1,-1.115173101E-2,-9.713947773E-3,2.888679504E-3
4.500103188E1,-6.062448025E-3,-1.133203506E-3,3.187179565E-3
4.501105167E1,8.457899094E-3,5.162537098E-3,1.998710632E-2
4.502107151E1,1.814031601E-2,-2.726674080E-3,2.003955841E-2
4.503108083E1,1.803737879E-2,3.946721554E-3,8.337974548E-3
4.504110063E1,5.803406239E-3,1.061654091E-2,2.271938324E-2
4.505112047E1,-4.125833511E-3,1.732718945E-2,2.744579315E-2
4.506114906E1,-1.638960838E-2,2.392417192E-2,1.560688019E-2
4.507116891E1,-4.053944349E-2,4.003673792E-2,-1.251220703E-2
4.508118870E1,-1.935338974E-2,3.935170174E-2,-1.425552368E-2
4.509122094E1,-3.576666117E-2,3.847092390E-2,-1.125526428E-2
4.510124073E1,-4.571795464E-3,2.117633820E-2,-1.299190521E-2
4.511126057E1,1.216918230E-2,8.680641651E-3,-2.935409546E-3
4.512126156E1,2.157276869E-2,1.501017809E-2,-4.836082458E-3
4.513128141E1,1.461273432E-2,-2.568006516E-3,-6.712913513E-3
4.514130120E1,2.821922302E-3,-2.232259512E-2,7.898330688E-3
4.515131807E1,-4.058778286E-3,-1.826071739E-2,3.428459167E-3
4.516133786E1,-2.028334141E-2,-1.160746813E-2,-1.271057129E-2
4.517135771E1,-1.952958107E-2,-1.886397600E-2,-7.343292236E-3
4.518137495E1,1.804828644E-4,-1.667523384E-2,7.350921631E-3
4.519139474E1,5.689263344E-3,-8.023858070E-3,2.411556244E-2
4.520141458E1,1.355344057E-2,-1.425576210E-2,3.819274902E-2
4.521144161E1,2.781784534E-2,-6.792783737E-3,5.901527405E-2
4.522146146E1,1.276695728E-2,5.304455757E-3,3.471851349E-2
4.523148125E1,9.315192699E-3,5.950629711E-3,-9.164810181E-4
4.524148547E1,-1.283985376E-2,7.342398167E-3,-3.352165222E-2
4.525150526E1,-3.195244074E-2,1.623809338E-2,-3.962039948E-2
4.526152510E1,-2.225238085E-2,1.787936687E-2,-2.677059174E-2
4.527156260E1,-1.485669613E-2,1.610946655E-2,2.344131470E-2
4.528158245E1,1.855009794E-2,1.114368439E-2,5.861759186E-2
4.529160224E1,2.851748466E-2,2.535897493E-2,-5.608558655E-3
4.530163839E1,1.530975103E-2,1.938444376E-2,-3.093719482E-2
4.531165818E1,2.043706179E-2,1.960152388E-2,-6.045055389E-2
4.532167802E1,4.540818930E-2,1.936155558E-2,1.164722443E-2
4.533166286E1,4.523462057E-2,-2.449941635E-2,1.153087616E-1
4.534168271E1,4.529118538E-3,-3.251409531E-2,3.826904297E-2
4.535170250E1,-1.816558838E-2,-2.085292339E-2,-6.796836853E-2
4.536173547E1,-7.226657867E-2,-6.143212318E-3,-1.440229416E-1
4.537175531E1,-3.719758987E-2,-7.791161537E-3,-1.056966782E-1
4.538177510E1,2.505302429E-3,-2.011620998E-2,2.513885498E-3
4.539178656E1,3.229892254E-2,3.463387489E-3,9.930706024E-2
4.540180635E1,2.577298880E-2,-1.248121262E-4,1.260900497E-1
4.541182615E1,-1.430410147E-2,1.998138428E-2,1.053104401E-1
4.542185469E1,-2.823412418E-2,1.196980476E-2,8.961200714E-2
4.543187448E1,-1.377809048E-2,3.337073326E-2,7.192611694E-2
4.544189427E1,-2.992743254E-2,3.437042236E-2,7.586479187E-3
4.545189922E1,-3.840088844E-2,2.190029621E-2,-6.029605865E-2
4.546191901E1,-1.105141640E-2,2.622437477E-2,-5.403041840E-2
4.547193880E1,1.799559593E-2,2.038514614E-2,-3.853416443E-2
4.548197677E1,2.270656824E-2,-1.181554794E-2,-1.630973816E-2
4.549199656E1,1.280581951E-2,-1.846837997E-2,1.955127716E-2
4.550201635E1,3.035366535E-3,-3.971219063E-2,5.945873260E-2
4.551202838E1,4.907190800E-3,-5.549132824E-2,2.339076996E-2
4.552204818E1,-1.920127869E-2,-6.342697144E-2,9.167671204E-3
4.553206797E1,-9.999155998E-3,-5.167400837E-2,1.880264282E-2
4.554209927E1,-2.184116840E-2,-3.304398060E-2,1.181793213E-2
4.555211906E1,-2.613043785E-2,-1.267492771E-2,-1.390171051E-2
4.556213885E1,5.052089691E-3,-1.858556271E-2,-3.448200226E-2
4.557213328E1,1.212012768E-2,-2.988648415E-2,4.048347473E-3
4.558215307E1,7.190108299E-3,-2.763736248E-2,3.007316589E-2
4.559217286E1,1.187998056E-2,-3.290987015E-2,3.679084778E-2
4.560221375E1,1.146745682E-2,-2.406620979E-2,2.688694000E-2
4.561223354E1,8.535802364E-3,-1.771795750E-2,2.184867859E-2
4.562225333E1,3.856158257E-2,-4.361033440E-3,2.771377563E-3
4.563226672E1,3.480023146E-2,1.144468784E-2,-1.832485199E-2
4.564228651E1,1.211792231E-2,2.186369896E-2,3.621292114E-2
4.565230630E1,-5.472004414E-3,3.189992905E-2,4.273223877E-2
4.566231781E1,-2.045947313E-2,2.836096287E-2,-1.198959351E-2
4.567233760E1,-3.477948904E-2,2.821338177E-2,-8.449840546E-2
4.568235740E1,-6.071031094E-3,2.571344376E-2,-4.276847839E-2
4.569237766E1,8.391141891E-4,2.221238613E-2,2.874565125E-2
4.570239740E1,1.685100794E-2,-1.271557808E-2,4.009819031E-2
4.571241719E1,-2.678632736E-3,-1.650118828E-2,-5.350112915E-4
4.572244719E1,-5.288124084E-3,1.166224480E-3,6.623268127E-3
4.573246698E1,-5.247592926E-3,-1.897275448E-2,6.632804871E-3
4.574248677E1,6.494402885E-3,-2.663505077E-2,1.845264435E-2
4.575249896E1,1.573801041E-2,1.143574715E-3,1.830673218E-2
4.576251875E1,8.496165276E-3,-9.463191032E-3,3.933048248E-2
4.577253854E1,1.765477657E-2,-1.113295555E-3,4.821586609E-2
4.578255182E1,6.723999977E-4,5.097508430E-3,2.840995789E-3
4.579257161E1,-1.328802109E-2,-2.828478813E-3,-1.114082336E-2
4.580259141E1,-1.996481419E-2,-1.276469231E-2,-2.957344055E-2
4.581262839E1,-1.978898048E-2,-2.995097637E-2,-1.008892059E-2
4.582264818E1,5.851030350E-3,-3.820085526E-2,3.014564514E-2
4.583266797E1,-4.214823246E-3,-3.753209114E-2,2.255344391E-2
4.584266969E1,2.336883545E-2,-4.650628567E-2,-1.428604126E-3
4.585268948E1,5.599141121E-3,-4.115092754E-2,-1.324272156E-2
4.586270927E1,-2.153873444E-3,-7.733464241E-3,3.398895264E-3
4.587272599E1,-4.771471024E-3,-1.049089432E-2,-2.969646454E-2
4.588274578E1,1.628851891E-2,-2.261400223E-2,-2.927494049E-2
4.589276557E1,-7.539808750E-3,-1.108932495E-2,-1.708889008E-2
4.590278854E1,-2.680420876E-4,-2.826356888E-2,1.134967804E-2
4.591280828E1,-2.391993999E-3,-3.342556953E-2,1.577472687E-2
4.592282802E1,1.310110092E-4,-2.893257141E-2,3.658294678E-3
4.593283547E1,-1.394146681E-2,-1.500773430E-2,8.230209351E-3
4.594285526E1,-2.088308334E-2,-5.915641785E-3,-8.460998535E-3
4.595287500E1,-1.748204231E-3,9.927511215E-3,2.455234528E-2
4.596291500E1,2.999484539E-3,8.557081223E-3,2.635955811E-2
4.597293474E1,-8.617639542E-3,9.571909904E-3,2.108478546E-2
4.598295448E1,-8.436262608E-3,3.391206264E-2,8.802413940E-3
4.599296365E1,-8.355021477E-3,1.787376404E-2,-1.504611969E-2
4.600298338E1,-1.531440020E-2,6.849884987E-3,-1.494789124E-2
4.601300313E1,-1.971226931E-2,9.883403778E-3,-3.103256226E-3
4.602302422E1,1.848638058E-3,5.757451057E-3,8.537292480E-3
4.603304401E1,-4.116892815E-4,-1.725149155E-2,1.526832581E-2
4.604306375E1,9.061992168E-3,-2.338540554E-2,-1.343059540E-2
4.605309839E1,-4.843413830E-3,-1.074600220E-2,-2.752685547E-2
4.606311812E1,-8.858859539E-3,-2.699589729E-2,5.662918091E-3
4.607313786E1,-9.961128235E-4,-3.192007542E-2,3.586769104E-2
4.608314057E1,-5.918145180E-4,-2.334952354E-2,3.015899658E-2
4.609316036E1,-7.675051689E-3,-2.721309662E-2,1.975631714E-2
4.610318010E1,1.114791632E-2,-2.174723148E-2,2.363109589E-2
4.611321109E1,1.309096813E-2,-1.136815548E-2,-1.961326599E-2
4.612323083E1,-1.375138760E-3,1.609683037E-3,-7.150077820E-2
4.613325057E1,1.758909225E-2,-1.852250099E-2,-3.539276123E-2
4.614325062E1,8.248627186E-3,-2.490985394E-2,4.863739014E-5
4.615327042E1,1.579344273E-3,-3.244090080E-2,3.948211670E-2
4.616329016E1,8.997797966E-3,-3.586387634E-2,5.698394775E-2
4.617331245E1,5.014061928E-3,-1.769697666E-2,-5.783081055E-3
4.618333224E1,-1.491922140E-2,8.831262589E-3,-7.907199860E-2
4.619335198E1,9.569287300E-3,3.350400925E-2,-8.044147491E-2
4.620338266E1,2.531951666E-2,1.876497269E-2,9.815216064E-3
4.621340240E1,5.606597662E-2,-4.601597786E-3,8.182621002E-2
4.622342214E1,4.585802555E-2,-2.374637127E-2,1.362228394E-2
4.623345224E1,-2.659505606E-2,-3.040409088E-2,-6.039524078E-2
4.624347198E1,-5.161637068E-2,-2.439475060E-2,-1.306543350E-1
4.625349172E1,-1.204085350E-2,-2.062964439E-2,-1.102190018E-1
4.626349979E1,1.070284843E-2,-3.657853603E-2,-2.191543579E-2
4.627351953E1,1.422387362E-2,-1.055777073E-2,5.072689056E-2
4.628353927E1,2.638089657E-2,-1.373970509E-2,7.498455048E-2
4.629354208E1,1.914447546E-2,1.717209816E-3,6.113147736E-2
4.630356188E1,-4.611194134E-3,7.641434669E-3,6.400203705E-2
4.631358156E1,-1.855379343E-2,4.417455196E-2,5.271530151E-2
4.632360896E1,-4.637950659E-2,6.642490625E-2,1.812648773E-2
4.633362875E1,-3.351199627E-2,5.842685699E-2,-6.379127502E-3
4.634362057E1,-1.610481739E-2,4.879629612E-2,-3.040981293E-2
4.635364036E1,-2.039718628E-2,1.373010874E-2,-1.634979248E-2
4.636366010E1,-5.835235119E-3,-1.102459431E-2,-2.603626251E-2
4.637367990E1,-2.461141348E-2,-3.783619404E-2,-7.326126099E-3
4.638371240E1,-9.980201721E-4,-5.684113503E-2,1.669883728E-3
4.639373214E1,7.283091545E-4,-6.354737282E-2,-1.066780090E-2
4.640375193E1,-1.191169024E-2,-4.152578115E-2,-2.748394012E-2
4.641381005E1,1.671195030E-3,-1.759642363E-2,-3.224658966E-2
4.642382979E1,3.324985504E-3,-8.387923241E-3,-1.339912415E-2
4.643384953E1,-1.712977886E-3,-8.844912052E-3,-4.265785217E-3
4.644385380E1,-4.068732262E-3,-1.700520515E-4,-7.066726685E-3
4.645387354E1,1.258504391E-2,-1.779264212E-2,2.312660217E-2
4.646389328E1,5.479335785E-3,-1.624184847E-2,2.457523346E-2
4.647391448E1,1.038092375E-2,-3.335458040E-2,1.190280914E-2
4.648393422E1,3.527939320E-3,-2.402305603E-2,1.828193665E-3
4.649395396E1,6.239473820E-3,-1.928579807E-2,1.366615295E-3
4.650398964E1,1.606363058E-2,-1.913136244E-2,-6.124496460E-3
4.651400932E1,1.348650455E-2,4.881203175E-3,-3.232002258E-2
4.652402911E1,-1.138508320E-3,3.551059961E-2,7.820129395E-3
4.653403677E1,-3.725349903E-3,4.678589106E-2,6.142139435E-2
4.654405651E1,-1.327604055E-2,4.425555468E-2,-5.889892578E-3
4.655407630E1,-1.073658466E-2,3.558057547E-2,-8.141040802E-2
4.656410422E1,-3.454208374E-3,4.877156019E-2,-6.380367279E-2
4.657412396E1,1.802611351E-2,4.731786251E-2,-1.772880554E-3
4.658414370E1,1.121598482E-2,1.716566086E-2,1.682662964E-2
4.659413260E1,-7.015466690E-5,-1.007938385E-2,-1.902008057E-2
4.660415240E1,-1.822906733E-2,-1.543360949E-2,-3.305816650E-2
4.661417208E1,1.351433992E-2,-1.814031601E-2,-6.813049316E-3
4.662419266E1,1.609778404E-2,-2.068704367E-2,2.840137482E-2
4.663421240E1,6.414294243E-3,-6.926834583E-3,2.296257019E-2
4.664423214E1,1.301026344E-2,-9.617686272E-3,2.467918396E-2
4.665427380E1,-1.844346523E-3,6.665110588E-3,2.636814117E-2
4.666429354E1,-4.446208477E-3,1.345437765E-2,2.161979675E-3
4.667431328E1,-6.707370281E-3,6.737589836E-3,-7.437705994E-3
4.668431370E1,-2.030646801E-2,3.018379211E-3,-3.329086304E-2
4.669433344E1,-3.843843937E-2,1.557886600E-3,2.483367920E-3
4.670435323E1,-1.174342632E-2,-1.426261663E-2,-4.100799561E-5
4.671439240E1,2.519667149E-3,-2.766984701E-2,6.865501404E-3
4.672441214E1,2.169191837E-3,-1.751983166E-2,-5.006790161E-4
4.673443188E1,1.335018873E-2,-4.265540838E-2,-2.892971039E-2
4.674442151E1,-8.562147617E-3,-4.612606764E-2,-5.082130432E-3
4.675444130E1,-3.890573978E-3,-2.826106548E-2,-2.794265747E-3
4.676446104E1,8.414983749E-4,-1.764154434E-2,-1.465511322E-2
4.677451323E1,-6.345748901E-3,-9.443044662E-3,-1.454067230E-2
4.678453297E1,-1.442909241E-3,-1.089113951E-2,-1.442432404E-2
4.679455271E1,3.692805767E-3,-9.756803513E-3,-9.566307068E-3
4.680455505E1,1.125556231E-2,-1.790410280E-2,-1.418495178E-2
4.681457484E1,-7.371723652E-3,-2.314329147E-3,-2.814865112E-2
4.682459458E1,-4.638314247E-3,6.044507027E-3,-1.127338409E-2
4.683462495E1,1.577138901E-4,1.645314693E-2,5.846023560E-4
4.684464469E1,-1.892358065E-2,2.192634344E-2,1.928901672E-2
4.685466443E1,-1.434665918E-2,3.813982010E-3,3.767490387E-2
4.686469156E1,-2.402400970E-2,5.043983459E-3,3.973007202E-3
4.687471130E1,-4.986107349E-3,8.976519108E-3,1.486778259E-3
4.688473104E1,-1.195997000E-2,1.069903374E-2,-1.270198822E-2
4.689472974E1,-2.109342813E-2,5.451619625E-3,-1.486968994E-2
4.690474953E1,1.009958982E-2,4.899084568E-3,-7.581710815E-3
4.691476932E1,1.733738184E-2,6.448566914E-3,-3.574562073E-2
4.692481099E1,2.226477861E-2,5.506753922E-3,-2.341651917E-2
4.693483078E1,1.058948040E-2,-5.153775215E-3,-1.131916046E-2
4.694485057E1,-9.430050850E-4,-2.756321430E-2,-4.148483276E-3
4.695483719E1,-1.238775253E-2,-3.337252140E-2,-1.124763489E-2
4.696485698E1,-2.138578892E-2,-2.972769737E-2,-1.588535309E-2
4.697487677E1,2.873241901E-3,-3.069114685E-2,3.119468689E-3
4.698493214E1,5.328893661E-3,-4.320460558E-2,1.239395142E-2
4.699495193E1,1.030427217E-2,-3.385102749E-2,-1.139640808E-2
4.700497172E1,3.497302532E-3,-3.126543760E-2,-6.499290466E-3
4.701496922E1,6.259441376E-3,-1.213020086E-2,-6.381988525E-3
4.702498901E1,9.075880051E-3,-5.810856819E-4,7.849693298E-3
4.703500880E1,4.364788532E-3,7.923841476E-4,2.412891388E-2
4.704501339E1,-3.114938736E-4,1.574784517E-2,-1.170063019E-2
4.705503318E1,-4.121065140E-4,1.674276590E-2,-3.043174744E-2
4.706505292E1,1.930415630E-3,2.536469698E-2,-4.880046844E-2
4.707509953E1,-2.165520191E-2,1.526057720E-2,-2.446556091E-2
4.708511932E1,-7.170915604E-3,-6.658673286E-3,1.592731476E-2
4.709513911E1,4.653871059E-3,-2.771914005E-3,6.737899780E-2
4.710516802E1,1.854848862E-2,-1.831483841E-2,7.555007935E-2
4.711518781E1,1.128965616E-2,-4.234814644E-2,-1.101493835E-3
4.712520760E1,-4.708528519E-3,-1.487660408E-2,-8.808612823E-2
4.713519531E1,-1.536077261E-2,1.591205597E-3,-1.005210876E-1
4.714521505E1,2.058142424E-2,1.993817091E-2,-2.804756165E-2
4.715523490E1,4.990708828E-2,-8.668899536E-4,7.365703583E-2
4.716527578E1,5.003219843E-2,-2.200317383E-2,5.587291718E-2
4.717529557E1,3.378272057E-3,-1.197153330E-2,-4.868984222E-2
4.718531536E1,-3.228878975E-2,3.365457058E-3,-9.490108490E-2
4.719531745E1,-1.987016201E-2,-1.701867580E-2,-9.324550629E-2
4.720533724E1,-5.144894123E-3,-3.564077616E-2,-3.753376007E-2
4.721535698E1,1.649308205E-2,-5.058199167E-2,1.714992523E-2
4.722537370E1,1.898765564E-2,-4.501527548E-2,5.201816559E-2
4.723539349E1,1.663285494E-2,-2.598828077E-2,4.858684540E-2
4.724538635E1,-1.159292459E-2,-1.212537289E-2,6.403446198E-2
4.725540615E1,-1.562911272E-2,2.036929131E-2,6.982135773E-2
4.726543573E1,-1.709198952E-2,2.919310331E-2,3.788471222E-2
4.727545552E1,-1.581877470E-2,5.989134312E-2,8.919715881E-3
4.728547536E1,4.247665405E-3,6.538510323E-2,-2.653121948E-2
4.729552542E1,1.456528902E-2,5.283313990E-2,-5.190658569E-2
4.730554516E1,7.794260979E-3,1.993626356E-2,-3.916645050E-2
4.731556495E1,-1.816374063E-2,-5.504667759E-3,-3.138637543E-2
4.732558594E1,-2.489852905E-2,-1.911807060E-2,-1.434898376E-2
4.733560573E1,-2.235448360E-2,-2.335184813E-2,-2.117443085E-2
4.734562552E1,-1.517599821E-2,-2.533078194E-2,-1.612854004E-2
4.735564229E1,-2.468848228E-2,-2.027446032E-2,5.941390991E-4
4.736566208E1,-2.691185474E-2,-2.980208397E-2,1.701354980E-2
4.737568188E1,-1.967704296E-2,-2.059805393E-2,4.020214081E-2
4.738572453E1,-1.706874371E-2,-2.572369576E-2,4.653263092E-2
4.739574432E1,-9.747445583E-3,-3.081101179E-2,2.685928345E-2
4.740576411E1,4.546403885E-3,-4.940730333E-2,-1.127815247E-2
4.741577167E1,3.276747465E-2,-4.828184843E-2,-2.283573151E-2
4.742579146E1,2.508836985E-2,-1.860398054E-2,-2.711963654E-2
4.743581125E1,3.641927242E-2,-1.741081476E-2,-1.011943817E-2
4.744582526E1,3.347915411E-2,7.155835629E-3,-1.460170746E-2
4.745584505E1,1.676446199E-2,1.729691029E-2,-3.310871124E-2
4.746586484E1,2.750456333E-3,1.057016850E-2,-6.588935852E-3
4.747593135E1,-1.586794853E-3,4.401558638E-2,2.420234680E-2
4.748595115E1,1.260262728E-2,6.304514408E-2,-6.732940674E-3
4.749597094E1,-9.267807007E-3,3.430366516E-2,2.813339233E-3
4.750594333E1,-7.279992104E-3,1.765567064E-2,1.218509674E-2
4.751596313E1,1.834452152E-3,-3.056585789E-3,-1.623344421E-2
4.752598292E1,-7.886290550E-3,-6.527006626E-3,-2.530288696E-2
4.753601729E1,-1.493990421E-2,-1.704967022E-2,-1.067256927E-2
4.754603708E1,-7.749974728E-3,-2.263826132E-2,-5.700111389E-3
4.755605688E1,1.114326715E-2,-2.138102055E-2,-3.185272217E-3
4.756605661E1,3.464078903E-2,-1.564729214E-2,-1.955223083E-2
4.757607641E1,3.635960817E-2,-1.963770390E-2,1.996040344E-3
4.758609620E1,2.120375633E-2,2.390325069E-3,1.978874207E-3
4.759613047E1,-6.989836693E-4,1.268577576E-2,1.376819611E-2
4.760615031E1,-3.461658955E-3,2.798807621E-2,6.561279297E-3
4.761617010E1,-6.337463856E-3,3.644067049E-2,-7.560729980E-3
4.762618604E1,-2.119499445E-2,2.177703381E-2,1.625251770E-2
4.763620583E1,-1.214247942E-2,1.456499100E-2,1.379013062E-2
4.764622562E1,-3.046393394E-3,-1.145577431E-2,-5.105972290E-3
4.765624682E1,-1.519131660E-2,-1.805013418E-2,-9.542465210E-3
4.766626661E1,1.057833433E-2,-2.928948402E-2,-6.842613220E-3
4.767628641E1,2.914905548E-3,-2.146136761E-2,-1.831054688E-3
4.768630391E1,4.998981953E-3,-2.108275890E-2,-8.684158325E-3
4.769632370E1,4.896581173E-3,-9.194016457E-3,1.048088074E-3
4.770634349E1,1.657569408E-2,-1.184183359E-2,3.540039062E-3
4.771633677E1,-1.196706295E-2,-7.436335087E-3,3.630638123E-3
4.772635656E1,-1.433938742E-2,-9.906709194E-3,-1.745891571E-2
4.773637635E1,-1.211017370E-2,-9.625852108E-3,-2.169418335E-2
4.774641031E1,-1.945215464E-2,-2.222895622E-3,-1.879596710E-2
4.775643010E1,-9.997069836E-3,-6.813108921E-3,-1.817703247E-3
4.776644990E1,-5.791783333E-4,-4.275619984E-3,-8.658409119E-3
4.777646568E1,2.083778381E-3,5.281329155E-3,-1.065063477E-2
4.778648552E1,1.900053024E-2,-1.656830311E-3,1.540184021E-3
4.779650542E1,4.921793938E-3,1.266056299E-2,-5.316734314E-3
4.780651016E1,7.295608521E-5,1.716929674E-2,2.086448669E-2
4.781653005E1,-9.752452374E-3,3.326594830E-2,2.303791046E-2
4.782654995E1,-3.594577312E-2,3.496855497E-2,1.810932159E-2
4.783660349E1,-3.843355179E-2,4.413682222E-2,1.799297333E-2
4.784662333E1,-3.130519390E-2,2.484005690E-2,6.112098694E-3
4.785664323E1,-2.978324890E-3,1.069438457E-2,-3.145027161E-2
4.786663656E1,2.031046152E-2,6.460666656E-3,-2.833271027E-2
4.787665641E1,1.062929630E-2,-7.175385952E-3,-6.414413452E-3
4.788667630E1,2.931368351E-2,-9.177327156E-3,9.794235229E-4
4.789671068E1,-8.919954300E-3,-1.124572754E-2,1.294517517E-2
4.790673057E1,-1.093900204E-2,-6.429910660E-3,1.999855042E-2
4.791675047E1,-1.044893265E-2,8.032917976E-4,-2.719402313E-2
4.792679438E1,-1.467490196E-2,2.015912533E-2,4.134178162E-3
4.793681422E1,1.154541969E-2,1.826959848E-2,6.698608398E-3
4.794683417E1,4.227161407E-3,1.169425249E-2,-7.266998291E-3
4.795683391E1,1.088541746E-2,2.927958965E-3,1.792907715E-4
4.796685380E1,-3.376901150E-3,-5.697548389E-3,-1.837348938E-2
4.797687370E1,1.140910387E-2,-9.361743927E-3,3.447532654E-3
4.798689333E1,2.594399452E-2,-1.397252083E-3,1.311683655E-2
4.799691323E1,4.733920097E-3,-1.277303696E-2,1.787281036E-2
4.800693312E1,-6.808817387E-3,-2.222472429E-2,3.661441803E-2
4.801694932E1,-1.951217651E-3,-2.015233040E-2,5.263900757E-2
